,Exp_num,Unnamed: 0,gravity_max_x,gravity_max_y,gravity_max_z,rotationRate_max_x,rotationRate_max_y,rotationRate_max_z,userAcceleration_max_x,userAcceleration_max_y,userAcceleration_max_z,Activity,Sub_Num,gravity_sum_x,gravity_sum_y,gravity_sum_z,rotationRate_sum_x,rotationRate_sum_y,rotationRate_sum_z,userAcceleration_sum_x,userAcceleration_sum_y,gravity_min_x,gravity_min_y,gravity_min_z,rotationRate_min_x,rotationRate_min_y,rotationRate_min_z,userAcceleration_min_x,userAcceleration_min_y,userAcceleration_min_z,gravity_sumSS_x,gravity_sumSS_y,gravity_sumSS_z,rotationRate_sumSS_x,rotationRate_sumSS_y,rotationRate_sumSS_z,userAcceleration_sumSS_x,userAcceleration_sumSS_y,userAcceleration_sumSS_z,gravity_std_x,gravity_std_y,gravity_std_z,rotationRate_std_x,rotationRate_std_y,rotationRate_std_z,userAcceleration_std_x,userAcceleration_std_y,Sub_Num,Unnamed: 0,gravity_skew_x,gravity_skew_y,gravity_skew_z,rotationRate_skew_x,rotationRate_skew_y,rotationRate_skew_z,userAcceleration_skew_x
905,11309,3999,0.618908,0.682474,-0.3912,0.022939,0.013787,0.007776,0.0243,0.023792,0.014058,3,4,0.616307075,0.681256092,-0.395033597,0.000417095,-0.000985862,-0.000270097,0.009195705,0.009192302,0.614894,0.680539,-0.397126,-0.014402,-0.020299,-0.008116,-0.008579,-0.004756,-0.001015,0.379528075,0.46385294,0.15648947,4.81E-06,4.75E-06,3.00E-06,8.34E-05,8.49E-05,6.49E-05,0.000896198,0.000509287,0.001665736,0.004020619,0.003723167,0.002871355,0.003805491,0.003404105,0,0,1.036359653,0.605644849,0.954312205,0.624695734,-0.649689379,-0.065221846,-0.267028113
906,11310,4399,0.616772,0.682438,-0.394091,0.016818,0.029192,0.020794,0.041377,0.038539,0.022878,3,4,0.615674895,0.68125629,-0.396019575,2.24E-05,-0.00021559,0.000127683,0.00959235,0.009346682,0.614463,0.680099,-0.39785,-0.020487,-0.019739,-0.012173,-0.021439,-0.023026,-0.00254,0.379126512,0.463920368,0.156795409,3.77E-06,3.54E-06,6.47E-06,9.53E-05,8.75E-05,7.83E-05,0.000493216,0.000558959,0.000683719,0.004466688,0.00509062,0.0038018,0.005647532,0.005101685,0,0,-0.308543887,0.49219859,0.48885399,-0.066353419,1.324218739,0.79295445,-0.027268094
907,11311,4799,0.617041,0.683192,-0.392885,0.014605,0.01005,0.011279,0.024113,0.021727,0.013272,3,4,0.616117905,0.681764115,-0.394454458,-7.75E-05,-8.32E-05,5.31E-05,0.009664433,0.008817062,0.615027,0.680771,-0.395883,-0.011024,-0.01347,-0.009125,-0.007307,-0.003098,0.002075,0.379614945,0.464681487,0.155604609,6.05E-06,6.55E-06,6.74E-06,9.51E-05,7.65E-05,5.67E-05,0.00045465,0.000597619,0.000618384,0.004104179,0.003887529,0.003554682,0.003844259,0.003404338,0,0,-0.497504656,0.481802774,-0.052118186,0.325571534,-0.311996802,0.174728756,-0.003249196
908,11312,5199,0.624389,0.684443,-0.376798,0.052158,0.061901,0.024756,0.054592,0.036697,0.023382,3,4,0.61854478,0.682596098,-0.389157778,-0.000366067,0.000309337,-0.000142862,0.009960858,0.008674477,0.615954,0.68116,-0.393872,-0.05045,-0.04758,-0.024965,-0.035359,-0.030496,-0.011216,0.382497719,0.465849248,0.151276657,1.24E-05,8.84E-06,7.67E-06,0.000103327,7.50E-05,7.01E-05,0.001962677,0.000716354,0.003889774,0.013360049,0.013552414,0.00695791,0.006807967,0.005918218,0,0,1.126260855,0.370329222,1.040770578,0.445315776,0.514103451,0.079404915,-0.047986229
909,11313,5599,0.619973,0.683499,-0.387566,0.021205,0.020012,0.010922,0.028473,0.024237,0.019841,3,4,0.618984177,0.682395683,-0.388835853,0.000315168,-0.000296043,1.92E-05,0.01216019,0.009192055,0.618042,0.681364,-0.390347,-0.022527,-0.017191,-0.015631,-0.007422,-0.004426,0.006386,0.383128194,0.465490988,0.151166218,8.70E-06,8.69E-06,6.38E-06,0.000147416,8.53E-05,0.000143353,0.000400381,0.00046621,0.00062818,0.005934486,0.005092959,0.004056872,0.00486714,0.004019516,0,0,0.03571624,0.474957937,-0.52127864,0.024103489,0.057151237,-0.310341433,-0.139821796
910,11314,5999,0.624252,0.729221,-0.373163,0.074884,0.167834,0.063461,0.058045,0.044377,0.04952,3,4,0.588756543,0.702957782,-0.396813452,-8.95E-05,-0.005863998,-0.00893251,0.013328755,0.01032368,0.547988,0.681973,-0.41438,-0.119554,-0.187783,-0.262745,-0.043415,-0.079855,-0.041653,0.382342501,0.472890717,0.151839202,2.50E-05,2.57E-05,1.28E-05,0.000189339,0.000102435,0.000204576,0.03379006,0.021309121,0.012737829,0.019893779,0.037980527,0.041943363,0.011760015,0.011527929,0,0,-0.226153917,0.213271011,0.060523064,-0.681883351,-1.932620951,-4.283923384,-0.886907796
911,11315,6399,0.577371,0.741384,-0.342041,0.131733,0.162483,0.046425,0.033259,0.049333,0.040747,3,4,0.554644635,0.725059193,-0.407972375,-0.00863717,0.004559788,0.002370543,0.007036803,0.017628923,0.549929,0.719875,-0.419529,-0.226711,-0.125615,-0.044994,-0.026013,-0.01582,-0.010357,0.305905783,0.523148424,0.171658576,6.69E-05,5.15E-05,4.44E-05,8.65E-05,0.000283198,0.000294054,0.00459945,0.003952417,0.01341448,0.04289037,0.031878013,0.013537471,0.009122795,0.009138752,0,0,1.944936969,1.602687984,2.028714623,-1.614434647,0.044823525,0.046156825,-0.579712173
912,11316,6799,0.590135,0.744199,-0.313786,0.166602,0.216649,0.03625,0.033754,0.038537,0.051546,3,4,0.569580463,0.738223293,-0.361260315,0.004152805,0.0004571,-0.001144293,0.001082575,0.0214745,0.565445,0.73669,-0.36603,-0.150861,-0.265464,-0.08296,-0.022102,0.000726,-0.007422,0.323750189,0.544300146,0.132341709,9.56E-06,1.40E-05,1.27E-05,6.91E-06,0.000479369,0.000263591,0.003880552,0.00133777,0.008713422,0.029238569,0.050767073,0.013078094,0.00742011,0.00509875,0,0,3.740215501,2.3828086,4.229536352,1.833516138,-0.282447006,-2.721997138,1.020857321
913,11317,7199,0.570892,0.741509,-0.358123,0.012635,0.011888,0.010829,0.004556,0.028557,0.016608,3,4,0.569217278,0.739419142,-0.359508465,-0.000108728,-0.000127598,-1.04E-05,-0.002389185,0.021539237,0.567189,0.737645,-0.360731,-0.013979,-0.010553,-0.015961,-0.010015,0.014432,0.006225,0.32448916,0.546594802,0.129192441,2.76E-06,3.77E-06,4.14E-06,6.68E-06,0.000465653,0.000128834,0.001342343,0.001164397,0.000546499,0.003161868,0.003150142,0.003503456,0.002153291,0.00174786,0,0,-0.098047815,-0.02641721,-0.185546696,0.075546733,0.127804946,-0.835385312,0.07073133
914,11318,7599,0.570056,0.743862,-0.354453,0.032964,0.021207,0.020112,0.021984,0.04238,0.017381,3,4,0.568720225,0.740924505,-0.357190858,-0.000314535,0.000389242,-0.000201605,-0.004475968,0.021785315,0.566277,0.739952,-0.359429,-0.028825,-0.022534,-0.04338,-0.03923,-0.007245,-0.002484,0.323421396,0.548764639,0.127468993,5.32E-06,4.90E-06,6.21E-06,2.15E-05,0.000477641,7.55E-05,0.000603902,0.000653379,0.001065028,0.006856479,0.004940885,0.006407907,0.005077079,0.004725368,0,0,-0.575508184,1.121834782,-0.078198732,0.224501775,-0.109613345,-1.638199908,-0.853842672
915,11319,7999,0.595953,0.744037,-0.333647,0.019866,0.050907,0.052008,0.007595,0.031617,0.014609,3,4,0.57230936,0.739684958,-0.353933552,-0.000894447,0.003408865,0.00385319,-0.004164655,0.020918493,0.565935,0.730425,-0.358722,-0.035624,-0.028089,-0.019779,-0.018594,0.00896,-0.000344,0.325401223,0.547924908,0.126677979,1.33E-05,2.76E-05,1.36E-05,1.93E-05,0.000444177,4.97E-05,0.005412696,0.001931873,0.005080097,0.007804816,0.01295237,0.010575685,0.003357222,0.002871542,0,0,1.600169852,-1.467663577,1.475154302,-0.812658554,1.033108171,1.942191909,-0.051340902
916,11320,8399,0.608194,0.737714,-0.327113,0.074503,0.085326,0.059459,0.018894,0.029205,0.025206,3,4,0.58064537,0.733666385,-0.35265237,0.002068595,-0.00325482,-0.00235875,0.005378925,0.014740525,0.570783,0.718185,-0.362556,-0.048561,-0.14189,-0.060086,-0.015627,-0.000184,-0.006031,0.333369397,0.540017015,0.127303405,7.41E-05,0.000122846,1.80E-05,4.15E-05,0.000197374,0.000110481,0.010509691,0.004539792,0.009498543,0.018502658,0.029342693,0.017728412,0.00567134,0.004681397,0,0,1.5288031,-2.036980714,1.228705214,0.310001215,-0.988079331,-0.484775434,-0.647415926
917,11321,8799,0.588257,0.742105,-0.324244,0.129383,0.101885,0.043037,0.027113,0.046105,0.024973,3,4,0.572734883,0.737029642,-0.358740948,-1.56E-05,-0.000647685,-4.52E-05,0.008797727,0.011303483,0.564996,0.735532,-0.373829,-0.156512,-0.153494,-0.065094,-0.018272,-0.006164,-0.005016,0.326830028,0.542883082,0.129026436,5.91E-06,1.02E-05,3.61E-06,7.72E-05,0.000125485,7.63E-05,0.003600035,0.000927763,0.007256152,0.033351183,0.02948648,0.012022469,0.004564816,0.004150962,0,0,1.952601049,3.131580576,2.681986688,0.069718536,-2.024347208,-2.047564347,-0.620354961
918,11400,399,-0.796784,0.420136,0.439706,0.115758,0.228171,0.0444,0.04425,0.050576,0.026256,3,13,-0.801490967,0.41307456,0.432347622,0.001596553,-0.000494755,0.00167713,0.00425349,0.000800805,-0.809584,0.398703,0.426493,-0.043555,-0.062428,-0.090579,-0.081387,-0.032169,-0.053689,0.642007973,0.17289754,0.186165929,1.27E-05,1.79E-05,2.43E-05,1.91E-05,9.87E-06,7.71E-06,0.002440991,0.005524248,0.002822389,0.01338605,0.022213052,0.014786013,0.009061098,0.007304557,0,0,-0.624671138,-0.585124055,0.567003706,1.744264817,3.268502359,-1.280071154,-2.350582585
919,11401,799,-0.795305,0.420502,0.436636,0.007843,0.011115,0.01233,0.007588,0.005646,0.005486,3,13,-0.798756825,0.417243647,0.433454317,0.000611735,-0.00017357,-0.000897132,0.002009225,-0.001182358,-0.800304,0.415678,0.431631,-0.007679,-0.00973,-0.011423,-0.005915,-0.00734,-0.007979,0.639110709,0.173649308,0.187472546,3.66E-06,4.11E-06,8.06E-06,5.64E-06,2.97E-06,4.12E-06,0.001316871,0.001378277,0.001183356,0.002539778,0.003471881,0.004215045,0.002249745,0.002401218,0,0,0.976453398,0.710389665,1.136273188,-0.424218987,0.291146821,0.335906856,-0.503865654
920,11402,1199,-0.79443,0.42175,0.43708,0.007374,0.011753,0.018868,0.007948,0.006635,0.002542,3,13,-0.798004275,0.41801929,0.434058578,9.29E-05,7.22E-05,-0.0001416,0.002330635,-0.000567377,-0.800351,0.415703,0.431924,-0.01003,-0.009461,-0.012433,-0.004496,-0.007799,-0.007993,0.637182308,0.174573971,0.188231029,4.97E-06,4.09E-06,2.20E-05,6.05E-06,1.89E-06,3.48E-06,0.001863296,0.001846111,0.001664205,0.003015191,0.003597438,0.005878723,0.001848839,0.002221211,0,0,0.334511606,0.375756157,0.288723577,-0.472262041,0.064593559,0.671278356,-0.316343468
921,11403,1599,-0.795288,0.420648,0.436778,0.011704,0.011234,0.018933,0.009422,0.007177,0.004341,3,13,-0.798036858,0.417918415,0.434068845,-7.48E-05,-8.29E-05,0.000177555,0.002552152,-2.00E-05,-0.800236,0.415521,0.432025,-0.008908,-0.010426,-0.014624,-0.003232,-0.007489,-0.006829,0.637047413,0.174575642,0.188320848,4.78E-06,4.80E-06,1.43E-05,7.50E-06,2.61E-06,2.52E-06,0.001495613,0.001504451,0.001319627,0.00301052,0.00365468,0.005273046,0.002018912,0.002422921,0,0,0.192587879,0.178997311,0.233261565,0.022821274,0.107509977,0.416980473,-0.235539648
922,11404,1999,-0.79511,0.421205,0.436266,0.007341,0.010137,0.011417,0.008091,0.008079,0.005197,3,13,-0.798009323,0.41822148,0.43382659,-0.000226578,-0.000174805,0.00030885,0.002678995,-0.000381673,-0.799831,0.416236,0.432141,-0.008943,-0.009425,-0.018312,-0.00525,-0.008097,-0.006853,0.637374698,0.174699339,0.187958233,3.99E-06,3.60E-06,1.64E-05,8.34E-06,1.93E-06,2.13E-06,0.00153199,0.001551533,0.001337569,0.002834506,0.003335837,0.005369578,0.002025129,0.002399141,0,0,0.401756565,0.373708815,0.399383963,-0.237728888,0.152090931,-0.056264993,-0.588562643
923,11405,2399,-0.795266,0.420704,0.436476,0.009786,0.011292,0.013683,0.008555,0.007398,0.006424,3,13,-0.79822442,0.41776798,0.433870737,-7.48E-05,-3.67E-05,0.00013168,0.002931773,0.000208255,-0.800067,0.415939,0.432056,-0.00895,-0.013199,-0.011174,-0.003362,-0.007553,-0.006233,0.63807505,0.174146802,0.187790922,4.10E-06,6.17E-06,1.74E-05,9.26E-06,2.12E-06,2.40E-06,0.0014728,0.001413138,0.001362188,0.002886311,0.003896699,0.0052036,0.001982855,0.002389054,0,0,0.55886411,0.570315947,0.52044844,0.017849033,0.161501627,0.246019132,-0.286081678
924,11406,2799,-0.794618,0.421798,0.436832,0.006585,0.007923,0.020012,0.00904,0.008583,0.003542,3,13,-0.798353425,0.417771932,0.433652897,0.000245775,0.0001032,-0.000447078,0.00304734,0.00043735,-0.799861,0.41618,0.432156,-0.009046,-0.011497,-0.01177,-0.004439,-0.006132,-0.005683,0.638450539,0.174067105,0.187514981,2.38E-06,3.25E-06,8.90E-06,9.19E-06,1.96E-06,1.83E-06,0.001506559,0.001511391,0.001324804,0.002515193,0.003027836,0.004662661,0.001926087,0.002129444,0,0,1.000614301,1.032834201,0.949715065,-0.222924706,-0.407200283,0.827860452,-0.268969105
925,11407,3199,-0.79539,0.420766,0.436243,0.006547,0.006922,0.010491,0.007385,0.00743,0.003579,3,13,-0.798052845,0.417980695,0.434047698,1.32E-05,-8.07E-07,-4.97E-05,0.00329604,0.00063648,-0.799675,0.416374,0.432404,-0.007906,-0.007309,-0.007587,-0.001673,-0.004508,-0.005098,0.637386673,0.174434446,0.188183741,2.31E-06,2.82E-06,1.57E-05,1.09E-05,1.70E-06,1.69E-06,0.001318612,0.0013309,0.001150964,0.002481035,0.002539511,0.004333119,0.001624551,0.001803039,0,0,0.485450726,0.505065042,0.427905569,-0.161030762,-0.088751686,0.383555204,-0.252790554
926,11408,3599,-0.795356,0.42084,0.436493,0.008624,0.017658,0.009845,0.011821,0.010058,0.008492,3,13,-0.797541675,0.418510412,0.434476333,-0.00012812,-1.52E-05,0.000233225,0.00315183,-0.000112055,-0.799218,0.416976,0.432771,-0.006827,-0.009979,-0.015937,-0.003095,-0.008921,-0.009048,0.63642022,0.174951466,0.188717261,2.22E-06,3.51E-06,9.65E-06,9.54E-06,1.64E-06,2.40E-06,0.001219983,0.001149267,0.001161365,0.002491906,0.003504083,0.00448371,0.001941109,0.002309569,0,0,0.219145598,0.406349051,0.070165378,0.203395988,0.756041837,-0.543752444,0.147665681
927,11409,3999,-0.795311,0.421261,0.435912,0.006049,0.009737,0.010359,0.00778,0.00691,0.004367,3,13,-0.797658583,0.41884187,0.433926188,0.00016382,0.000237385,-0.00026419,0.00300777,-0.000311765,-0.799199,0.417146,0.432377,-0.00785,-0.010523,-0.010624,-0.00293,-0.007384,-0.006704,0.636529518,0.175176987,0.188181139,4.00E-06,3.15E-06,1.37E-05,8.96E-06,1.51E-06,1.47E-06,0.001143141,0.001130172,0.001021994,0.002528343,0.00303994,0.004368273,0.001758282,0.002182797,0,0,0.485789242,0.497640011,0.394479917,-0.337577902,-0.304567938,0.369471539,-0.074668022
928,11410,4399,-0.793084,0.421577,0.441145,0.06319,0.062702,0.025623,0.054221,0.024392,0.016193,3,13,-0.796996087,0.419435823,0.434581617,5.58E-06,-0.000569552,-0.000442978,0.002836403,0.00026209,-0.799077,0.415879,0.431902,-0.028776,-0.054338,-0.070648,-0.030033,-0.019316,-0.032683,0.634953986,0.175996611,0.188655145,5.62E-06,1.01E-05,2.51E-05,9.02E-06,4.56E-06,3.09E-06,0.00157729,0.001317051,0.001821277,0.006898946,0.010167464,0.01092834,0.005369405,0.004773981,0,0,0.311099331,-0.108534941,1.068038697,2.834001789,0.698633631,-2.115283618,1.950039953
929,11411,4799,-0.744862,0.454658,0.515134,0.544296,0.8494,0.511298,0.26049,0.162741,0.20772,3,13,-0.79548452,0.416900505,0.43866719,-0.007229538,0.004762482,0.008253473,0.004782915,-2.51E-06,-0.836739,0.36686,0.352791,-0.531459,-0.572668,-0.246177,-0.181992,-0.300425,-0.172423,0.631593389,0.175628466,0.192888734,5.49E-05,0.000195301,8.81E-05,7.37E-05,1.86E-05,5.91E-05,0.015216297,0.011903315,0.024249859,0.135732635,0.170236289,0.118568687,0.044915178,0.051655386,0,0,0.683053388,-1.509633183,-0.86634324,-0.219088221,1.24223243,1.368100275,1.29322495
930,11412,5199,-0.791109,0.423496,0.443775,0.044687,0.071515,0.02725,0.031959,0.021687,0.025139,3,13,-0.797297598,0.417087178,0.436223325,0.002066355,0.001288472,-0.002382975,0.008943865,0.001762195,-0.806414,0.411285,0.423601,-0.022191,-0.052981,-0.042067,-0.004699,-0.015855,-0.011398,0.632074291,0.17469098,0.192225249,3.59E-05,4.95E-05,5.50E-05,7.61E-05,1.57E-05,7.23E-05,0.004386558,0.002859981,0.005862454,0.00981829,0.013806341,0.012019236,0.005384086,0.005988144,0,0,-1.063090924,-0.433250665,-0.931037805,0.132951205,0.725465345,-0.267522153,0.543972611
931,11413,5599,-0.792794,0.423215,0.438747,0.020911,0.02001,0.040514,0.020591,0.01512,0.025814,3,13,-0.79846842,0.417711917,0.433504438,-0.001337465,-0.001176002,0.001473698,0.008059315,0.001600235,-0.806289,0.412108,0.424227,-0.032746,-0.035493,-0.023691,-0.003632,-0.010359,-0.008687,0.635015344,0.175146854,0.189803121,1.21E-05,1.10E-05,1.48E-05,6.78E-05,6.47E-06,4.52E-05,0.003474104,0.00249905,0.004138586,0.007206098,0.00756208,0.008665021,0.004017205,0.003686575,0,0,-0.846247582,-0.51435177,-0.922439695,-1.15767804,-0.757742823,1.464714089,-0.011675676
932,11414,5999,-0.796896,0.421375,0.442491,0.251873,0.155448,0.084697,0.100207,0.051662,0.055443,3,13,-0.800675312,0.415208635,0.431841695,0.000983043,0.000527255,-0.001269185,0.01128731,0.004842993,-0.809771,0.407021,0.409752,-0.275901,-0.203611,-0.133075,-0.044475,-0.080772,-0.03527,0.64114291,0.171975675,0.187138001,3.42E-05,0.000111203,4.17E-05,0.000141194,3.70E-05,0.000128393,0.002061654,0.001981728,0.004807425,0.038831318,0.034572795,0.019599147,0.012304376,0.011614677,0,0,-1.807095973,0.384589348,-2.430744439,-0.29383541,-0.11790774,-0.820988157,1.150507109
933,11415,6399,-0.798706,0.417701,0.433629,0.02621,0.017267,0.01898,0.019904,0.014629,0.027189,3,13,-0.800396727,0.415523868,0.4320822,0.000298462,0.000297698,-4.76E-05,0.013490252,0.004197783,-0.801668,0.413276,0.429653,-0.022197,-0.018883,-0.012343,0.002324,-0.005517,0.001346,0.640806654,0.172721282,0.186815857,1.02E-05,8.18E-06,1.63E-05,0.000183223,1.78E-05,0.000204719,0.000832661,0.001093676,0.000785021,0.006087875,0.004914867,0.005486026,0.002478857,0.002406542,0,0,0.383078106,-0.179980383,-0.570931957,0.136746222,0.029507957,0.404982816,-0.358625068
934,11416,6799,-0.798376,0.417544,0.433879,0.008879,0.017169,0.010935,0.022361,0.012665,0.020968,3,13,-0.80030764,0.4156371,0.432118048,-0.0001991,0.000161992,6.41E-05,0.013770942,0.003541372,-0.801871,0.413856,0.429882,-0.009968,-0.007481,-0.015761,0.00581,-0.007229,0.007701,0.640575329,0.172585408,0.186627024,4.07E-06,4.75E-06,8.56E-06,0.000189682,1.26E-05,0.000231283,0.00102418,0.001168516,0.000950842,0.002991559,0.003663153,0.00463723,0.001912682,0.002494367,0,0,0.343676001,0.126382681,0.178613685,-0.180035807,0.954515707,-0.208036927,0.145103234
935,11417,7199,-0.796591,0.419349,0.437415,0.023619,0.023366,0.03282,0.025198,0.025205,0.029746,3,13,-0.79860885,0.41687283,0.434054242,-0.000133527,-0.000127272,0.000501625,0.013531473,0.00298093,-0.800908,0.414574,0.430893,-0.027483,-0.02935,-0.019413,0.003732,-0.008507,-0.000717,0.637561527,0.173752251,0.188388552,1.32E-05,1.73E-05,1.90E-05,0.00017948,8.05E-06,0.000229765,0.001268272,0.001312276,0.001589921,0.007654087,0.007581786,0.007083824,0.003177793,0.00375384,0,0,-0.213319294,0.053344594,0.254534532,-0.366322915,-0.114162197,0.364062066,0.238209308
936,11418,7599,-0.796252,0.418159,0.437296,0.177906,0.339816,0.052945,0.145538,0.071702,0.159611,3,13,-0.798233287,0.416673005,0.434933238,-0.000102682,0.000102617,2.00E-06,0.013191835,0.003262757,-0.804845,0.41473,0.423469,-0.111635,-0.154492,-0.094884,-0.174542,-0.09765,-0.085264,0.637009901,0.173678896,0.189121919,1.93E-05,2.22E-05,1.62E-05,0.000179252,1.58E-05,0.000213189,0.001071386,0.00085729,0.001580709,0.016101884,0.025358136,0.010616985,0.015095989,0.009372792,0,0,-2.181526303,-0.1841227,-3.674216806,2.02319479,5.384595667,-1.072783698,-2.473044682
937,11419,7999,-0.794815,0.421059,0.439559,0.031829,0.059957,0.072297,0.02763,0.029965,0.029826,3,13,-0.797374095,0.41723906,0.43597237,-0.000493583,0.000257395,0.000335998,0.012158993,0.002911478,-0.799614,0.414715,0.432762,-0.02902,-0.036149,-0.064212,-0.004704,-0.031356,-0.009754,0.63560836,0.174244465,0.190149632,2.57E-05,4.93E-05,3.33E-05,0.000146473,1.44E-05,0.000180849,0.000953611,0.000999401,0.001270963,0.009666719,0.01368659,0.013434188,0.004705237,0.007172578,0,0,-0.043283968,0.376943557,0.261732058,0.128043009,0.444507303,0.266686122,-0.070473819
938,11420,8399,-0.794113,0.419525,0.440144,0.033482,0.04287,0.023329,0.024503,0.018294,0.028603,3,13,-0.796154815,0.41820547,0.437283017,0.00059936,-7.29E-05,-0.000645732,0.011652045,0.00340748,-0.797814,0.416694,0.433507,-0.023518,-0.033574,-0.039951,-0.004778,-0.016302,-0.010478,0.633697195,0.174887894,0.191592233,1.42E-05,1.43E-05,9.91E-06,0.000137476,1.56E-05,0.000128358,0.000866482,0.000599087,0.001444463,0.007028313,0.009262066,0.007001435,0.003836159,0.004524923,0,0,0.07967639,0.042372952,-0.868386496,0.733889798,0.419332403,-0.665887612,-0.232192715
939,11421,8799,-0.793275,0.420088,0.441075,0.035689,0.062006,0.072348,0.046626,0.044836,0.03308,3,13,-0.795257838,0.418122173,0.439011292,-0.000430685,6.33E-05,0.000470552,0.010542262,0.003540688,-0.796862,0.416371,0.436508,-0.032816,-0.067305,-0.062422,-0.024938,-0.043737,-0.01886,0.632587985,0.17469098,0.19271661,2.44E-05,4.72E-05,3.52E-05,0.000108222,2.05E-05,8.83E-05,0.000822823,0.00084794,0.000946881,0.009745678,0.014808829,0.012460156,0.006560666,0.008506237,0,0,0.45807486,0.468865467,0.032730236,0.193118796,0.001069197,0.321867073,-0.301306104
940,11422,9199,-0.732062,0.499678,0.465493,0.223659,0.154646,0.182188,0.052989,0.086286,0.056883,3,13,-0.757369405,0.469962767,0.45141296,0.00162166,-0.002115262,0.006176827,0.010713842,0.003591358,-0.800476,0.419077,0.420551,-0.114688,-0.062212,-0.143017,-0.034308,-0.043325,-0.020409,0.551955421,0.242737031,0.205175932,8.40E-05,0.000146689,0.000121904,0.000121331,2.80E-05,9.53E-05,0.025043537,0.031647964,0.011177165,0.03643611,0.023978317,0.046709281,0.010507374,0.011225609,0,0,-0.50104413,-0.583022521,-0.81787207,1.67717347,0.96244102,0.390173772,-0.014804127
941,11423,9599,-0.763576,0.462311,0.453699,0.087415,0.144928,0.148087,0.041493,0.051457,0.04958,3,13,-0.78625521,0.426460975,0.44709475,-0.002290452,0.00208993,-0.004356792,0.011066295,0.003196135,-0.790642,0.412741,0.438625,-0.0995,-0.088118,-0.210012,-0.070768,-0.081015,-0.059128,0.618918131,0.181746611,0.199552951,8.70E-06,9.03E-06,1.56E-05,0.000132584,1.77E-05,0.000138263,0.002925062,0.004731527,0.001921437,0.018295894,0.027351145,0.046216797,0.007968793,0.010469235,0,0,4.544546421,4.228597757,0.127201462,-1.690554137,1.960051808,-1.670922587,-4.629153907
942,11500,399,-0.530284,0.613227,0.641085,0.220293,0.300001,0.169726,0.132356,0.100766,0.083304,3,19,-0.538603453,0.563760113,0.62585322,-0.015872263,0.00100249,0.002773547,0.000551508,-0.003219582,-0.580324,0.551094,0.564812,-0.334709,-0.177336,-0.352927,-0.14398,-0.059025,-0.059916,0.288163903,0.315714191,0.397143848,0.000519123,0.000147198,0.000105073,6.51E-06,1.66E-05,2.71E-05,0.009137525,0.009346601,0.01470074,0.065610512,0.046520682,0.045262141,0.024707938,0.014583974,0,0,-3.285639281,1.661636042,-2.293716512,-1.716337043,2.071960896,-0.663112561,-0.897149
943,11501,799,-0.31544,0.839912,0.640434,0.454271,0.49656,0.388638,0.108743,0.032673,0.078657,3,19,-0.523553617,0.61057854,0.58155381,0.033780723,0.00327335,0.034600838,0.001679703,-0.011466265,-0.555986,0.552458,0.395618,-0.188646,-0.344229,-0.483454,-0.062942,-0.057995,-0.029429,0.294882175,0.329592535,0.374473626,0.000848516,0.00021492,0.000157544,5.29E-06,0.000123543,0.000151022,0.053892098,0.082748466,0.071859313,0.083440342,0.092704581,0.10696619,0.019636558,0.009988259,0,0,2.939417426,1.895516827,-1.617946991,1.887158399,1.177191162,0.89907748,1.751123363
944,11502,1199,-0.366661,0.82098,0.786859,0.827245,0.457134,0.314457,0.176653,0.095355,0.156327,3,19,-0.53283759,0.50472902,0.65502441,-0.043920968,-0.031223198,-0.049708598,0.009679655,-0.030121013,-0.699742,0.391316,0.362184,-0.602384,-0.586624,-0.864442,-0.19073,-0.164881,-0.070562,0.257441063,0.202919069,0.538847038,0.005925821,0.00455517,0.001026276,0.000280633,0.001203632,0.000791241,0.05996516,0.104369265,0.133520539,0.169448479,0.148033706,0.182888148,0.038135651,0.028320576,0,0,-1.057766854,0.919242071,-0.867299104,0.583927048,0.001136111,-2.47805642,-0.403338067
945,11503,1599,-0.465026,0.446271,0.804303,0.465652,0.459686,0.242261,0.04729,-0.017474,0.057409,3,19,-0.492267763,0.412568348,0.765923468,0.005746918,0.00356311,0.001043515,0.01748544,-0.042679452,-0.510985,0.369823,0.735015,-0.1652,-0.237105,-0.068288,-0.01359,-0.069815,0.005398,0.244008339,0.171258166,0.58483569,0.002371106,0.00201332,0.000170498,0.000314974,0.00178874,0.000907787,0.010244436,0.019661156,0.016769201,0.083790778,0.084919874,0.033658427,0.007647381,0.007104113,0,0,0.71799207,-0.331938739,0.362645195,1.535183852,1.20959025,2.895725967,-0.315950282
946,11504,1999,-0.474516,0.436532,0.788119,0.147543,0.145332,0.075701,0.035877,-0.027244,0.059636,3,19,-0.49194365,0.417595905,0.763756252,0.000673077,0.000721947,-0.00044164,0.019376757,-0.04343882,-0.50074,0.391864,0.747731,-0.104093,-0.123235,-0.037539,-0.001969,-0.063259,0.015476,0.243371036,0.173895673,0.582339925,0.000492796,0.000460366,7.95E-05,0.000352989,0.001866327,0.001021794,0.006050707,0.010614863,0.009448781,0.042074496,0.040767619,0.017987358,0.006333676,0.005696733,0,0,0.767933927,-0.343385959,0.465564972,0.757377793,0.539160736,1.100371261,0.093143122
